sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
198009,https://sofifa.com/player/198009/mattia-perin/20/159586,M. Perin,Mattia Perin,26,11/10/1992,188,77,Italy,Juventus,82,86,21000000,90000,GK,Right,2,3,1,Medium/Medium,Lean,Yes,36200000,,SUB,22,,7/1/2018,2022,,,,,,,,,82,82,71,87,56,79,"Power Free-Kick, Second Wind",11,11,12,33,19,19,15,13,31,23,57,56,70,77,30,53,75,30,52,17,25,19,12,44,21,65,20,12,19,82,82,71,79,87,,,,,,,,,,,,,,,,,,,,,,,,,,
211320,https://sofifa.com/player/211320/daniele-rugani/20/159586,D. Rugani,Daniele Rugani,24,7/29/1994,190,84,Italy,Juventus,82,86,26000000,95000,CB,Right,2,3,2,Low/Medium,Lean,Yes,44900000,,RES,24,,2/4/2015,2023,,,64,39,55,64,85,74,,,,,,,"Diver, Long Passer (CPU AI Only)",40,33,84,69,35,64,45,25,65,65,61,66,61,78,55,58,83,67,78,39,72,86,28,50,36,70,86,86,82,5,10,5,5,5,55+2,55+2,55+2,55+2,55+2,55+2,55+2,55+2,57+2,57+2,57+2,57+2,63+2,63+2,63+2,57+2,71+2,75+2,75+2,75+2,71+2,73+2,81+2,81+2,81+2,73+2
214997,https://sofifa.com/player/214997/angel-correa/20/159586,A. Correa,Ángel Correa,24,3/9/1995,171,68,Argentina,Atlético Madrid,82,86,29000000,59000,"RM, ST",Right,1,4,4,High/Medium,Normal,Yes,61600000,"#Dribbler, #Acrobat",SUB,10,,12/13/2014,2024,,,83,80,75,86,54,65,,,,,,,"Selfish, Crowd Favourite",74,82,67,77,79,87,82,65,65,87,87,80,87,82,81,80,48,74,64,83,58,48,83,80,55,74,58,53,44,13,10,9,8,16,80+2,80+2,80+2,82+2,82+2,82+2,82+2,82+2,82+2,82+2,82+2,80+2,76+2,76+2,76+2,80+2,68+2,65+2,65+2,65+2,68+2,65+2,59+2,59+2,59+2,65+2
216201,https://sofifa.com/player/216201/inaki-williams-arthuer/20/159586,Iñaki Williams,Iñaki Williams Arthuer,25,6/15/1994,186,79,Spain,Athletic Club de Bilbao,82,86,29000000,36000,"ST, RW",Right,2,2,4,High/High,Normal,Yes,63100000,#Speedster,RW,9,,8/1/2012,2025,,,94,80,72,80,41,82,,,,,,,"Early Crosser, Speed Dribbler (CPU AI Only), Giant Throw-in, Outside Foot Shot",78,83,71,74,74,83,76,53,66,77,93,95,80,80,64,85,88,82,85,73,73,21,84,73,64,78,52,38,31,14,15,14,10,13,81+2,81+2,81+2,81+2,80+2,80+2,80+2,81+2,78+2,78+2,78+2,80+2,71+2,71+2,71+2,80+2,62+2,58+2,58+2,58+2,62+2,59+2,55+2,55+2,55+2,59+2
221992,https://sofifa.com/player/221992/hirving-lozano/20/159586,H. Lozano,Hirving Rodrigo Lozano Bahena,23,7/30/1995,175,70,Mexico,PSV,82,86,29000000,26000,"RW, LW",Right,3,3,4,High/Low,Lean,Yes,42800000,"#Speedster, #Acrobat",RW,11,,7/21/2017,2023,LW,22,93,76,73,83,41,66,,,,,,,"Early Crosser, Speed Dribbler (CPU AI Only)",75,76,58,74,74,83,72,65,67,81,94,93,91,83,76,76,67,82,59,74,64,45,81,74,73,76,42,35,29,11,10,14,14,10,76+3,76+3,76+3,81+3,79+3,79+3,79+3,81+3,79+3,79+3,79+3,80+3,72+3,72+3,72+3,80+3,64+3,60+3,60+3,60+3,64+3,61+3,51+3,51+3,51+3,61+3
227055,https://sofifa.com/player/227055/gelson-dany-batalha-martins/20/159586,Gelson Martins,Gelson Dany Batalha Martins,24,5/11/1995,173,74,Portugal,AS Monaco,82,86,29000000,47000,"RM, RW",Right,3,3,5,High/Medium,Lean,No,57300000,"#Speedster, #Dribbler, #Acrobat",RM,11,,7/1/2019,2024,,,95,71,74,86,47,61,,,,,,,"Selfish, Early Crosser, Speed Dribbler (CPU AI Only), Crowd Favourite",80,70,51,76,74,87,82,60,55,81,95,95,95,81,92,72,65,86,48,69,60,43,79,78,66,82,54,46,36,12,9,7,6,9,74+3,74+3,74+3,81+3,79+3,79+3,79+3,81+3,79+3,79+3,79+3,80+3,72+3,72+3,72+3,80+3,68+3,61+3,61+3,61+3,68+3,64+3,53+3,53+3,53+3,64+3
200726,https://sofifa.com/player/200726/benjamin-lecomte/20/159586,B. Lecomte,Benjamin Lecomte,28,4/26/1991,186,78,France,AS Monaco,82,85,20000000,42000,GK,Left,2,3,1,Medium/Medium,Normal,No,39500000,,GK,40,,7/15/2019,2024,SUB,23,,,,,,,82,78,78,83,42,81,Flair Passes,13,11,10,17,10,11,20,19,21,23,44,40,36,78,25,59,62,34,55,10,23,24,10,41,20,63,17,11,12,82,78,78,81,83,,,,,,,,,,,,,,,,,,,,,,,,,,
209989,https://sofifa.com/player/209989/thomas-partey/20/159586,T. Partey,Thomas Partey,26,6/13/1993,185,77,Ghana,Atlético Madrid,82,85,27000000,68000,"CM, CDM, RM",Right,2,3,3,Medium/High,Lean,Yes,57400000,,RCM,5,,7/1/2015,2023,,,73,72,77,77,79,84,,,,,,,"Injury Prone, Argues with Officials",66,68,68,84,53,79,68,58,80,81,70,75,70,81,50,83,83,91,81,80,82,79,73,78,49,75,79,83,81,11,13,9,9,7,75+2,75+2,75+2,75+2,77+2,77+2,77+2,75+2,78+2,78+2,78+2,77+2,80+2,80+2,80+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,79+2,79+2,79+2,78+2
211748,https://sofifa.com/player/211748/kerem-demirbay/20/159586,K. Demirbay,Kerem Demirbay,25,7/3/1993,182,72,Germany,Bayer 04 Leverkusen,82,85,27500000,75000,CM,Left,2,4,4,Medium/Medium,Lean,Yes,48800000,#Dribbler,LF,10,,7/1/2019,2024,,,67,74,82,84,64,70,,,,,,,"Selfish, Argues with Officials, Finesse Shot, Speed Dribbler (CPU AI Only), Crowd Favourite",72,74,46,85,59,86,85,81,82,85,67,67,78,84,78,77,71,77,67,77,69,71,78,86,70,84,72,59,54,14,15,11,14,14,74+2,74+2,74+2,79+2,79+2,79+2,79+2,79+2,81+2,81+2,81+2,79+2,81+2,81+2,81+2,79+2,72+2,74+2,74+2,74+2,72+2,69+2,66+2,66+2,66+2,69+2
197061,https://sofifa.com/player/197061/joel-matip/20/159586,J. Matip,Joël Andre Job Matip,27,8/8/1991,194,90,Cameroon,Liverpool,82,84,23000000,99000,CB,Right,2,2,2,Medium/Medium,Lean,Yes,44300000,#Aerial Threat,SUB,32,,7/1/2016,2020,,,61,46,68,67,83,76,,,,,,,,54,36,82,77,50,69,63,22,74,70,54,67,51,82,42,66,67,70,80,48,78,83,48,72,42,79,83,85,79,11,15,10,7,10,61+2,61+2,61+2,61+2,63+2,63+2,63+2,61+2,65+2,65+2,65+2,65+2,71+2,71+2,71+2,65+2,73+2,78+2,78+2,78+2,73+2,74+2,80+2,80+2,80+2,74+2
202651,https://sofifa.com/player/202651/jesus-joaquin-fernandez-saez/20/159586,Suso,Jesús Joaquín Fernández Sáez,25,11/19/1993,176,70,Spain,Milan,82,84,27000000,56000,"RW, CF",Left,3,3,4,High/Medium,Normal,No,47900000,#Dribbler,RS,8,,1/17/2015,2022,,,78,76,83,87,33,53,,,,,,,"Beat Offside Trap, Argues with Officials, Crowd Favourite",84,70,50,86,72,88,87,80,75,89,82,74,86,78,84,78,50,75,55,87,23,20,76,83,72,76,50,23,18,15,15,9,8,9,74+3,74+3,74+3,82+3,80+3,80+3,80+3,82+3,82+3,82+3,82+3,81+3,76+3,76+3,76+3,81+3,60+3,56+3,56+3,56+3,60+3,54+3,42+3,42+3,42+3,54+3
204639,https://sofifa.com/player/204639/stefan-savic/20/159586,S. Savić,Stefan Savić,28,1/8/1991,187,79,Montenegro,Atlético Madrid,82,84,22500000,65000,CB,Right,2,3,2,Medium/High,Lean,Yes,47800000,,SUB,15,,7/20/2015,2020,,,55,35,54,56,84,72,,,,,,,Long Passer (CPU AI Only),35,34,85,72,27,47,34,28,69,68,52,58,60,80,45,43,86,51,77,31,83,83,29,41,37,75,86,83,83,14,13,14,13,12,53+2,53+2,53+2,50+2,51+2,51+2,51+2,50+2,54+2,54+2,54+2,53+2,60+2,60+2,60+2,53+2,67+2,74+2,74+2,74+2,67+2,71+2,81+2,81+2,81+2,71+2
205452,https://sofifa.com/player/205452/antonio-rudiger/20/159586,A. Rüdiger,Antonio Rüdiger,26,3/3/1993,190,85,Germany,Chelsea,82,84,24000000,115000,CB,Right,2,3,2,Medium/High,Lean,Yes,47400000,,SUB,2,,7/9/2017,2022,SUB,16,72,43,67,63,82,78,,,,,,,Leadership,68,32,81,75,34,60,35,56,72,69,66,76,57,82,50,72,75,61,82,44,88,80,39,57,40,72,82,85,82,14,15,10,12,8,60+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,61+2,61+2,61+2,63+2,66+2,66+2,66+2,63+2,74+2,76+2,76+2,76+2,74+2,76+2,81+2,81+2,81+2,76+2
209960,https://sofifa.com/player/209960/fernando-pacheco-flores/20/159586,Pacheco,Fernando Pacheco Flores,27,5/18/1992,186,81,Spain,Deportivo Alavés,82,84,18500000,27000,GK,Left,1,2,1,Medium/Medium,Normal,Yes,40200000,,GK,1,,8/7/2015,2023,,,,,,,,,81,79,70,83,45,83,Flair,14,16,10,28,13,13,20,20,29,15,48,42,62,78,53,53,73,43,75,15,29,26,14,48,23,61,17,16,13,81,79,70,83,83,,,,,,,,,,,,,,,,,,,,,,,,,,
210243,https://sofifa.com/player/210243/ricardo-barbosa-pereira/20/159586,Ricardo Pereira,Ricardo Barbosa Pereira,25,10/6/1993,175,70,Portugal,Leicester City,82,84,23500000,89000,"RB, RM",Right,3,4,3,High/High,Lean,Yes,46400000,,RB,21,,6/9/2018,2023,,,86,64,77,81,79,73,,,,,,,"Dives Into Tackles (CPU AI Only), Early Crosser",79,62,64,80,56,82,78,45,78,81,85,86,79,81,77,73,75,85,66,62,75,81,74,76,60,81,78,83,78,16,12,15,11,11,72+3,72+3,72+3,77+3,76+3,76+3,76+3,77+3,77+3,77+3,77+3,79+3,78+3,78+3,78+3,79+3,81+3,79+3,79+3,79+3,81+3,80+3,76+3,76+3,76+3,80+3
211256,https://sofifa.com/player/211256/nicolas-tagliafico/20/159586,N. Tagliafico,Nicolás Alejandro Tagliafico,26,8/31/1992,172,65,Argentina,Ajax,82,84,23500000,27000,LB,Left,2,2,3,High/High,Normal,No,34700000,#Engine,LB,31,,1/5/2018,2022,LB,3,81,57,72,76,80,81,,,,,,,"Diver, Giant Throw-in",80,58,74,77,44,73,68,40,67,78,80,82,77,81,82,66,86,91,74,47,84,82,72,68,46,81,83,78,79,13,9,10,15,16,70+2,70+2,70+2,73+2,72+2,72+2,72+2,73+2,72+2,72+2,72+2,75+2,73+2,73+2,73+2,75+2,80+2,78+2,78+2,78+2,80+2,80+2,79+2,79+2,79+2,80+2
223952,https://sofifa.com/player/223952/david-soria-solis/20/159586,David Soria,David Soria Solís,26,4/4/1993,192,85,Spain,Getafe CF,82,84,19500000,26000,GK,Right,1,3,1,Medium/Medium,Lean,Yes,42400000,,GK,13,,7/16/2018,2022,,,,,,,,,83,81,71,83,41,82,Acrobatic Clearance,15,19,24,24,19,16,23,11,33,19,49,34,45,78,42,53,60,43,76,18,24,18,12,45,23,58,22,13,13,83,81,71,82,83,,,,,,,,,,,,,,,,,,,,,,,,,,
178750,https://sofifa.com/player/178750/sergio-asenjo-andres/20/159586,Sergio Asenjo,Sergio  Asenjo Andrés,30,6/28/1989,189,87,Spain,Villarreal CF,82,83,17000000,33000,GK,Right,2,3,1,Medium/Medium,Stocky,No,37000000,,GK,1,,6/30/2014,2022,,,,,,,,,84,82,77,81,56,80,"Power Free-Kick, Acrobatic Clearance",24,14,13,39,15,15,23,22,39,14,59,54,62,79,58,58,73,41,73,13,20,22,12,46,15,64,24,15,14,84,82,77,80,81,,,,,,,,,,,,,,,,,,,,,,,,,,
189575,https://sofifa.com/player/189575/iker-muniain-goni/20/159586,Muniain,Iker Muniain Goñi,26,12/19/1992,170,66,Spain,Athletic Club de Bilbao,82,83,26000000,35000,"CAM, LW",Right,2,3,4,Medium/Low,Normal,Yes,56600000,"#Dribbler, #Acrobat",LW,10,,8/1/2009,2024,,,80,72,77,87,51,58,,,,,,,"Power Free-Kick, Selfish, Giant Throw-in, Crowd Favourite",73,76,43,82,63,87,76,69,70,86,83,77,92,80,94,66,71,73,45,72,66,45,77,82,61,82,58,55,38,10,5,5,13,12,72+2,72+2,72+2,81+2,79+2,79+2,79+2,81+2,81+2,81+2,81+2,80+2,76+2,76+2,76+2,80+2,67+2,65+2,65+2,65+2,67+2,63+2,55+2,55+2,55+2,63+2
192318,https://sofifa.com/player/192318/mario-gotze/20/159586,M. Götze,Mario Götze,27,6/3/1992,176,75,Germany,Borussia Dortmund,82,83,26000000,98000,"CF, CAM, CM",Right,4,4,4,High/Medium,Normal,Yes,44900000,#Playmaker  ,SUB,10,,8/1/2016,2020,,,71,78,85,86,56,70,,,,,,,"Beat Offside Trap, Selfish, Finesse Shot, Crowd Favourite",82,78,50,88,86,85,81,72,83,90,75,67,83,86,85,78,58,79,72,73,59,66,84,87,77,87,64,44,57,14,7,12,6,10,77+3,77+3,77+3,82+3,82+3,82+3,82+3,82+3,84+3,84+3,84+3,83+3,82+3,82+3,82+3,83+3,73+3,72+3,72+3,72+3,73+3,69+3,62+3,62+3,62+3,69+3
193283,https://sofifa.com/player/193283/thomas-delaney/20/159586,T. Delaney,Thomas Delaney,27,9/3/1991,182,79,Denmark,Borussia Dortmund,82,83,23000000,82000,"CDM, CM",Left,2,4,3,High/High,Normal,Yes,39700000,#Engine,SUB,6,,7/1/2018,2022,LCM,8,77,73,74,75,83,82,,,,,,,"Injury Prone, Avoids Using Weaker Foot, Argues with Officials",67,72,83,77,66,74,71,68,79,77,78,76,73,81,73,78,91,90,77,74,84,85,75,74,60,79,80,83,88,8,12,11,14,15,76+2,76+2,76+2,74+2,75+2,75+2,75+2,74+2,75+2,75+2,75+2,75+2,78+2,78+2,78+2,75+2,80+2,81+2,81+2,81+2,80+2,81+2,82+2,82+2,82+2,81+2
193698,https://sofifa.com/player/193698/oliver-baumann/20/159586,O. Baumann,Oliver Baumann,29,6/2/1990,187,82,Germany,TSG 1899 Hoffenheim,82,83,18000000,39000,GK,Right,2,1,1,Medium/Medium,Normal,Yes,32000000,,GK,1,,7/1/2014,2021,,,,,,,,,82,80,70,84,49,79,"Avoids Using Weaker Foot, Flair Passes",14,11,16,30,11,19,12,11,25,17,47,51,45,81,43,53,73,39,69,13,32,21,10,41,22,52,15,18,14,82,80,70,79,84,,,,,,,,,,,,,,,,,,,,,,,,,,
195093,https://sofifa.com/player/195093/willian-jose-da-silva/20/159586,Willian José,Willian José da Silva,27,11/23/1991,189,93,Brazil,Real Sociedad,82,83,26000000,44000,ST,Right,2,4,4,Medium/Low,Normal,Yes,56600000,#Strength,ST,9,,7/31/2016,2024,,,69,82,68,75,40,81,,,,,,,"Argues with Officials, Long Passer (CPU AI Only)",54,84,84,78,70,76,68,60,50,80,66,71,66,81,38,84,79,70,90,76,75,35,87,78,80,78,40,32,30,15,14,16,15,8,81+2,81+2,81+2,75+2,79+2,79+2,79+2,75+2,77+2,77+2,77+2,73+2,70+2,70+2,70+2,73+2,56+2,58+2,58+2,58+2,56+2,54+2,56+2,56+2,56+2,54+2
199564,https://sofifa.com/player/199564/sergio-roberto-carnicer/20/159586,Sergi Roberto,Sergio Roberto Carnicer,27,2/7/1992,178,68,Spain,FC Barcelona,82,83,22000000,155000,"RB, RM, CM",Right,3,3,4,High/High,Lean,Yes,46800000,#Engine,SUB,20,,7/1/2013,2022,SUB,19,78,63,81,78,77,73,,,,,,,,83,63,72,84,50,78,78,60,78,82,77,79,69,80,74,65,43,89,69,66,68,79,69,83,57,76,75,79,78,14,16,11,15,10,71+3,71+3,71+3,76+3,75+3,75+3,75+3,76+3,77+3,77+3,77+3,79+3,79+3,79+3,79+3,79+3,80+3,79+3,79+3,79+3,80+3,79+3,75+3,75+3,75+3,79+3
200536,https://sofifa.com/player/200536/nico-schulz/20/159586,N. Schulz,Nico Schulz,26,4/1/1993,181,83,Germany,Borussia Dortmund,82,83,22500000,82000,"LWB, LM, LB",Left,1,2,3,High/Medium,Normal,Yes,38800000,,LB,14,,7/1/2019,2024,LB,14,90,52,76,80,74,76,,,,,,,Early Crosser,84,48,54,79,49,83,59,42,73,78,89,90,76,81,75,65,62,79,77,40,73,75,73,78,56,79,75,77,78,13,9,15,7,14,68+2,68+2,68+2,76+2,73+2,73+2,73+2,76+2,75+2,75+2,75+2,78+2,75+2,75+2,75+2,78+2,79+2,76+2,76+2,76+2,79+2,78+2,74+2,74+2,74+2,78+2
200610,https://sofifa.com/player/200610/kevin-volland/20/159586,K. Volland,Kevin Volland,26,7/30/1992,179,83,Germany,Bayer 04 Leverkusen,82,83,26500000,85000,"ST, RW, LW",Left,2,4,3,High/High,Stocky,Yes,47000000,#Engine,ST,31,,7/1/2016,2021,,,76,84,79,79,41,83,,,,,,,"Diver, Avoids Using Weaker Foot",78,84,69,81,83,79,79,80,72,79,75,76,73,82,82,87,76,88,82,84,80,45,82,81,72,80,22,50,33,8,7,9,7,12,80+2,80+2,80+2,79+2,80+2,80+2,80+2,79+2,79+2,79+2,79+2,79+2,76+2,76+2,76+2,79+2,64+2,63+2,63+2,63+2,64+2,60+2,56+2,56+2,56+2,60+2
200724,https://sofifa.com/player/200724/jose-ignacio-fernandez-iglesias/20/159586,Nacho Fernández,José Ignacio Fernández Iglesias,29,1/18/1990,180,76,Spain,Real Madrid,82,83,21000000,165000,"CB, LB, RB",Right,2,4,2,Medium/High,Normal,Yes,44600000,,SUB,6,,8/1/2010,2021,,,74,37,66,64,81,79,,,,,,,,70,32,80,78,38,55,55,37,61,78,68,78,60,77,69,54,81,78,79,28,78,81,37,53,45,73,77,85,84,12,7,10,15,7,57+2,57+2,57+2,60+2,58+2,58+2,58+2,60+2,60+2,60+2,60+2,64+2,65+2,65+2,65+2,64+2,77+2,76+2,76+2,76+2,77+2,78+2,80+2,80+2,80+2,78+2
201305,https://sofifa.com/player/201305/gabriel-armando-de-abreu/20/159586,Gabriel Paulista,Gabriel Armando de Abreu,28,11/26/1990,187,79,Brazil,Valencia CF,82,83,21500000,46000,CB,Right,2,2,2,Low/High,Lean,Yes,46800000,,LCB,5,,8/18/2017,2022,,,71,49,69,65,83,81,,,,,,,Injury Prone,67,42,81,76,48,60,57,46,71,69,72,70,67,81,66,61,80,77,82,50,85,82,51,65,51,69,83,83,82,15,6,15,15,7,62+2,62+2,62+2,63+2,63+2,63+2,63+2,63+2,64+2,64+2,64+2,66+2,69+2,69+2,69+2,66+2,76+2,78+2,78+2,78+2,76+2,77+2,81+2,81+2,81+2,77+2
202562,https://sofifa.com/player/202562/jerome-roussillon/20/159586,J. Roussillon,Jérôme Roussillon,26,1/6/1993,175,80,France,VfL Wolfsburg,82,83,22500000,56000,LB,Left,2,3,3,High/Medium,Normal,No,39900000,,LM,15,,8/6/2018,2023,,,89,65,76,80,78,78,,,,,,,,85,63,72,78,57,80,75,56,72,81,87,90,77,78,78,75,71,84,76,65,75,78,71,73,51,77,76,82,80,9,7,13,8,15,73+2,73+2,73+2,77+2,76+2,76+2,76+2,77+2,76+2,76+2,76+2,78+2,76+2,76+2,76+2,78+2,81+2,78+2,78+2,78+2,81+2,80+2,77+2,77+2,77+2,80+2
203263,https://sofifa.com/player/203263/harry-maguire/20/159586,H. Maguire,Harry Maguire,26,3/5/1993,194,100,England,Manchester United,82,83,23000000,125000,CB,Right,1,3,2,High/High,Stocky,Yes,45400000,"#Aerial Threat, #Strength",LCB,5,,8/5/2019,2024,LCB,6,50,53,64,69,81,84,,,,,,,"Diver, Leadership, Long Passer (CPU AI Only)",44,48,87,76,47,69,38,46,75,75,47,53,54,80,56,68,84,70,90,52,84,78,61,66,44,82,81,83,79,14,16,9,14,9,66+2,66+2,66+2,62+2,65+2,65+2,65+2,62+2,66+2,66+2,66+2,64+2,71+2,71+2,71+2,64+2,70+2,78+2,78+2,78+2,70+2,72+2,81+2,81+2,81+2,72+2
203486,https://sofifa.com/player/203486/thorgan-hazard/20/159586,T. Hazard,Thorgan Hazard,26,3/29/1993,175,71,Belgium,Borussia Dortmund,82,83,26000000,90000,"RM, LM, CF",Right,2,4,4,High/Medium,Lean,Yes,44900000,"#Dribbler, #Acrobat",LM,23,,7/1/2019,2024,LM,16,82,77,80,86,47,64,,,,,,,"Selfish, Leadership, Argues with Officials, Crowd Favourite",81,76,33,82,80,86,83,79,71,84,86,78,91,82,86,78,60,78,61,77,57,63,81,80,81,77,43,45,46,6,9,7,7,8,74+2,74+2,74+2,82+2,80+2,80+2,80+2,82+2,81+2,81+2,81+2,81+2,77+2,77+2,77+2,81+2,69+2,66+2,66+2,66+2,69+2,65+2,54+2,54+2,54+2,65+2
208448,https://sofifa.com/player/208448/emil-forsberg/20/159586,E. Forsberg,Emil Forsberg,27,10/23/1991,179,74,Sweden,RB Leipzig,82,83,25500000,67000,"CAM, LM",Right,2,4,4,Medium/Medium,Lean,Yes,45300000,,LCM,10,,1/7/2015,2022,,,70,71,81,83,33,62,,,,,,,"Power Free-Kick, Selfish, Speed Dribbler (CPU AI Only), Crowd Favourite",84,70,45,85,67,82,81,77,69,87,73,68,81,82,82,73,53,69,59,74,62,43,75,83,69,77,35,26,17,13,7,9,15,11,72+2,72+2,72+2,79+2,78+2,78+2,78+2,79+2,80+2,80+2,80+2,79+2,75+2,75+2,75+2,79+2,60+2,59+2,59+2,59+2,60+2,55+2,46+2,46+2,46+2,55+2
208574,https://sofifa.com/player/208574/filip-kostic/20/159586,F. Kostić,Filip Kostić,26,11/1/1992,184,82,Serbia,Eintracht Frankfurt,82,83,26000000,49000,"LM, LWB",Left,2,2,3,High/High,Normal,Yes,46200000,#Engine,LM,10,,5/17/2019,2023,,,87,76,77,81,67,78,,,,,,,"Injury Prone, Selfish, Early Crosser",84,74,51,75,70,83,79,80,70,81,88,87,76,79,75,84,67,90,75,76,75,63,75,79,64,77,69,72,68,13,14,12,12,13,75+2,75+2,75+2,80+2,78+2,78+2,78+2,80+2,78+2,78+2,78+2,80+2,76+2,76+2,76+2,80+2,77+2,73+2,73+2,73+2,77+2,75+2,69+2,69+2,69+2,75+2
216409,https://sofifa.com/player/216409/matteo-politano/20/159586,M. Politano,Matteo Politano,25,8/3/1993,171,67,Italy,Inter,82,83,26500000,77000,"RM, ST",Left,2,4,4,High/Medium,Normal,No,47000000,#Acrobat,SUB,16,,7/1/2019,2023,SUB,11,84,77,78,84,42,57,,,,,,,"Beat Offside Trap, Argues with Officials, Crowd Favourite",80,76,40,79,75,83,79,77,76,84,85,84,90,81,87,78,53,80,43,82,63,38,76,77,70,79,63,29,29,11,12,6,8,11,73+2,73+2,73+2,81+2,79+2,79+2,79+2,81+2,80+2,80+2,80+2,80+2,74+2,74+2,74+2,80+2,64+2,61+2,61+2,61+2,64+2,60+2,48+2,48+2,48+2,60+2
216547,https://sofifa.com/player/216547/rafael-a-ferreira-silva/20/159586,Rafa,Rafael Alexandre Fernandes Ferreira da Silva,26,5/17/1993,172,66,Portugal,SL Benfica,82,83,26000000,21000,"LM, RM",Right,2,3,4,High/Medium,Lean,No,54000000,"#Speedster, #Dribbler, #Acrobat",LM,27,,8/31/2016,2024,SUB,15,93,71,74,86,50,52,,,,,,,Early Crosser,78,73,46,75,68,87,76,56,64,83,92,94,89,84,89,75,64,79,40,64,47,58,83,78,59,81,52,47,39,9,11,11,12,8,74+2,74+2,74+2,81+2,80+2,80+2,80+2,81+2,80+2,80+2,80+2,81+2,74+2,74+2,74+2,81+2,69+2,63+2,63+2,63+2,69+2,65+2,53+2,53+2,53+2,65+2
24630,https://sofifa.com/player/24630/jose-manuel-reina-paez/20/159586,Pepe Reina,José Manuel  Reina Páez,36,8/31/1982,188,92,Spain,Milan,82,82,3700000,26000,GK,Right,3,3,1,Medium/Medium,Normal,Yes,6400000,,SUB,25,,7/2/2018,2021,,,,,,,,,79,82,82,81,57,82,"Flair, Swerve Pass",11,14,13,19,11,10,11,11,22,23,50,63,50,82,60,62,73,34,72,15,32,22,13,65,24,64,20,22,24,79,82,82,82,81,,,,,,,,,,,,,,,,,,,,,,,,,,
53302,https://sofifa.com/player/53302/daniele-de-rossi/20/159586,D. De Rossi,Daniele De Rossi,35,7/24/1983,184,83,Italy,Boca Juniors,82,82,7000000,23000,CDM,Right,3,4,2,Medium/High,Normal,Yes,9800000,#Tactician ,LCM,16,,7/26/2019,2020,,,59,64,73,69,85,77,,,,,,,Giant Throw-in,57,50,81,81,74,64,62,71,80,77,60,58,62,80,72,81,74,70,78,72,83,87,55,73,80,92,90,82,80,10,7,13,10,9,67+3,67+3,67+3,65+3,67+3,67+3,67+3,65+3,69+3,69+3,69+3,67+3,75+3,75+3,75+3,67+3,75+3,81+3,81+3,81+3,75+3,76+3,82+3,82+3,82+3,76+3
106231,https://sofifa.com/player/106231/aritz-aduriz-zubeldia/20/159586,Aduriz,Aritz Aduriz Zubeldia,38,2/11/1981,182,78,Spain,Athletic Club de Bilbao,82,82,8000000,29000,ST,Right,3,3,3,High/Medium,Normal,Yes,16800000,#Aerial Threat,ST,20,,7/1/2012,2020,,,61,82,64,75,49,74,,,,,,,"Long Passer (CPU AI Only), Giant Throw-in",54,83,92,72,80,76,61,54,52,82,60,61,56,85,53,82,89,50,82,78,82,23,87,73,86,87,58,44,49,14,10,9,15,9,81+3,81+3,81+3,74+3,78+3,78+3,78+3,74+3,75+3,75+3,75+3,71+3,68+3,68+3,68+3,71+3,56+3,58+3,58+3,58+3,56+3,56+3,61+3,61+3,61+3,56+3
146536,https://sofifa.com/player/146536/jesus-navas-gonzalez/20/159586,Jesús Navas,Jesús Navas González,33,11/21/1985,170,60,Spain,Sevilla FC,82,82,13500000,26000,"RM, RB",Right,2,2,4,High/Medium,Lean,Yes,28400000,,RB,16,,7/28/2017,2021,,,87,69,77,83,69,53,,,,,,,Early Crosser,83,66,58,78,75,83,82,46,75,82,89,86,84,81,85,75,63,78,33,70,68,75,81,77,56,78,70,68,69,10,10,15,7,13,73+2,73+2,73+2,80+2,78+2,78+2,78+2,80+2,79+2,79+2,79+2,80+2,77+2,77+2,77+2,80+2,77+2,73+2,73+2,73+2,77+2,75+2,66+2,66+2,66+2,75+2
