tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
5.70E+17,neutral,1,,,United,,paula1231970,,0,@united what time does check in open for flight no UA80 from Manchester to Newark today ?,"[53.36729431, -2.27861694]",2/23/2015 21:12,,London
5.70E+17,negative,1,Late Flight,0.7048,United,,alikat9220,,0,"@united good to know you will open the closed doors for ""premier passengers"" after safety briefings on delayed flights. #annoyed.","[41.98202331, -87.90374263]",2/23/2015 21:06,,Central Time (US & Canada)
5.70E+17,neutral,1,,,United,,fortytoo,,0,@united DM sent,,2/23/2015 21:06,"WX report for 41 Mile, Hwy 50",Pacific Time (US & Canada)
5.70E+17,negative,1,Late Flight,1,United,,macefaceeeee,,1,@united yea get me to phoenix already. Delays all day with you people. It's bullshit.,,2/23/2015 21:05,,Pacific Time (US & Canada)
5.70E+17,negative,1,Late Flight,1,United,,DaniOnTheFritz,,0,"@united If it's any consolation, your staff was stellar. Just not the hour+ delays I encountered with every one of my 4 flights.",,2/23/2015 21:03,Missouri,Central Time (US & Canada)
5.70E+17,positive,1,,,United,,drewziIIa,,0,"@united flight ua3576, gate b1. And tell ray I somehow made it on to the 736 flight out of IAH and didn't have to wait for the 917 one. :)",,2/23/2015 21:02,,Central Time (US & Canada)
5.70E+17,negative,1,Damaged Luggage,0.6846,United,,petergau,,0,@united that's unfortunate. The @Tumitravel was an xmas gift and it looks like a razor ripped right through the front pocket in the picture,,2/23/2015 20:59,NYC,Central Time (US & Canada)
5.70E+17,positive,1,,,United,,tomcrabtree,,0,@united But thanks for asking,,2/23/2015 20:59,San Francisco,Pacific Time (US & Canada)
5.70E+17,negative,1,Cancelled Flight,0.6567,United,,tomcrabtree,,1,@united Lost bags. Cancelled Flightled flights. Delhi call centers. Poor United staff spread thin and stressed. You name it.,,2/23/2015 20:58,San Francisco,Pacific Time (US & Canada)
5.70E+17,negative,1,Lost Luggage,1,United,,ColtonWoytas,,0,@united Yes. Doesn't make that mistake any less absurd. Doesn't change the fact that I'm very inconveniently missing my luggage tonight.,,2/23/2015 20:57,NY,Mountain Time (US & Canada)
5.70E+17,negative,1,Can't Tell,0.6473,United,,FIETA_DOC,,0,@united I'm constantly having challenges with upgrades &amp; charges. In order to prevent DVT I have to pay an addtl $180 http://t.co/xC6jQ70r7B,,2/23/2015 20:52,"Madison, NJ",
5.70E+17,negative,1,Flight Attendant Complaints,1,United,,KeenanPam,,0,"@united In ORD, waited 20 min after crew members left before gate items came. Flight attendant sarcastically said good luck and walked away.",,2/23/2015 20:50,,
5.70E+17,neutral,0.6842,,,United,,rholbrook,,0,"@united Follow me back, please, and I'll happily DM you the link because I'd rather not share my travel plans publicly.",,2/23/2015 20:50,"Brooklyn, NY",Eastern Time (US & Canada)
5.70E+17,positive,1,,,United,,CaseyWoodTV,,0,@united you too!,,2/23/2015 20:49,,Eastern Time (US & Canada)
5.70E+17,positive,1,,,United,,PhilFromChico,,0,@united is my favorite airline.,,2/23/2015 20:49,"New York City, NY",Pacific Time (US & Canada)
5.70E+17,negative,0.6354,Can't Tell,0.3431,United,,kbleggett,,0,@united seriously #fail on making strangers share a room,,2/23/2015 20:47,"Ottawa, Canada",Eastern Time (US & Canada)
5.70E+17,neutral,0.6533,,0,United,,zach_wardroup,,0,@united @luke_mcintosh68 nah you wouldn't,,2/23/2015 20:46,[Colorado],
5.70E+17,negative,0.6563,Lost Luggage,0.6563,United,,michaelsalinger,,0,@united we needed them here asap. Will they make it on today's flight?,,2/23/2015 20:43,"mentor, Ohio",Eastern Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,0.6667,United,,Tdrag97,,0,@united agent split up my reservation? Now can't Cancelled Flight and refund credit for 2wks? Why,,2/23/2015 20:43,,Central America
5.70E+17,neutral,1,,,United,,Siv,,0,@united Our vacation's going to be ruined w/ 3 days of rain. : ( The change fee for 2 of us is nearly cost of original flight. Can you help?,"[37.7994546, -122.427629]",2/23/2015 20:42,"San Francisco, CA",Pacific Time (US & Canada)
5.70E+17,neutral,0.6489,,0,United,,xRaeCatherine,,0,@united I sent the message. Let me know ASAP.,,2/23/2015 20:42,,
5.70E+17,negative,1,Flight Attendant Complaints,0.3847,United,,kbleggett,,0,@united why would they make me share a room?,,2/23/2015 20:40,"Ottawa, Canada",Eastern Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,1,United,,fortytoo,,0,"@united tried calling too, but w/25 min phn wait means we'd miss options anyway",,2/23/2015 20:36,"WX report for 41 Mile, Hwy 50",Pacific Time (US & Canada)
5.70E+17,negative,1,Late Flight,1,United,,MelanieSpring,,0,@united can you ask your guys with flight 1146 to BWI to wait for us to get off a delayed flight from San Diego? Pretty please?,,2/23/2015 20:36,"Washington, DC",Eastern Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,0.7008,United,,kbleggett,,0,@united we're still waiting to find out your rep is working hard - most upset about having to wait to tomorrow pm to get to mammoth,,2/23/2015 20:36,"Ottawa, Canada",Eastern Time (US & Canada)
5.70E+17,negative,1,Cancelled Flight,0.7201,United,,fortytoo,,0,"@united for an early flt, I think a call is appropriate. Yes, reviewed and nada avail until next day. Expect full refund",,2/23/2015 20:35,"WX report for 41 Mile, Hwy 50",Pacific Time (US & Canada)
5.70E+17,neutral,0.6548,,,United,,CaseyWoodTV,,0,"@united i understand, thanks",,2/23/2015 20:35,,Eastern Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,1,United,,throthra,,0,"@united again I ask, who can I call to get this fixed? Tweeting me BS questions to stall only makes things worse. Phone number please.",,2/23/2015 20:34,,
5.70E+17,negative,1,Late Flight,1,United,,DJPartyMarty,,0,@united Yo yo yo stuck on the tarmac for over 2 hours at @fly2ohare ... Going to miss my ride at @flypdx help please! #HelpImStuck #United,"[41.97777091, -87.90782014]",2/23/2015 20:33,,Pacific Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,0.3505,United,,Darquenloveli,,1,@united it's highly unprofessional for you to overbook a flight by 12 seats &amp;feel that I should rearrange my schedule for your mismanagement,,2/23/2015 20:32,Texas,Central Time (US & Canada)
5.70E+17,negative,1,Flight Attendant Complaints,0.672,United,,throthra,,0,"@united well, considering every agent before claimed they were unable to help with everything else, why waste more time to hear 'call corp'",,2/23/2015 20:32,,
5.70E+17,positive,0.688,,0,United,,luke_mcintosh68,,0,@united man I can't wait to book my ticket now! Thanks JP you're a life sabe,,2/23/2015 20:32,Colorado,
5.70E+17,negative,1,Cancelled Flight,1,United,,CaseyWoodTV,,0,"@united Ice, which I totally understand. But when a large number of us are facing 15+ hours of time and overnight Cancelled Flightations it seems like",,2/23/2015 20:28,,Eastern Time (US & Canada)
5.70E+17,negative,1,Cancelled Flight,0.708,United,,fortytoo,,0,@united flt 1249 Cancelled Flightled and I get email @3:30 AM? What happened to courtesy phn call? Had to book diff airline &amp; city,,2/23/2015 20:24,"WX report for 41 Mile, Hwy 50",Pacific Time (US & Canada)
5.70E+17,negative,0.6386,Lost Luggage,0.6386,United,,michaelsalinger,,0,"@united tag numbers 0016 964012, 0016 964077, 0016 964078 - let's find these bags.",,2/23/2015 20:16,"mentor, Ohio",Eastern Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,1,United,,wordstern,,0,"@united better train your support staff with appropriate decorum, consider revisiting your terrible ""provide a death certificate' policy",,2/23/2015 20:16,"San Francisco, CA",Pacific Time (US & Canada)
5.70E+17,negative,1,Can't Tell,1,United,,CharlieGMoney,,1,@united Well the bar is set low! You guys are really good at the apology game! What will change? When will u guys learn?,"[41.88298649, -87.63403627]",2/23/2015 20:15,"Chicago, IL",
5.70E+17,neutral,0.7029,,0,United,,sacsmitty,,0,"@united My post was just more of disappointment.  I'm a frequent United flyer, it was a simple ??.  1 bad apple doesn't spoil the bunch.",,2/23/2015 20:13,"Rocklin, CA",
5.70E+17,positive,0.6634,,0,United,,Meyer47,,1,@united you guys continue to impress me in Houston. http://t.co/cIh1qNllcM,,2/23/2015 20:12,Iowa,
5.70E+17,negative,0.6352,Customer Service Issue,0.3231,United,,The5y5Adm1n,,0,@United I have no way of making phones calls... Need to handle via Twitter/email/web. Thank you!,,2/23/2015 20:09,,
5.70E+17,neutral,1,,,United,,The5y5Adm1n,,0,@united Please help... I am in Ethiopia adopting a two year old child. Have an existing confirmation #. Need to add child to reservation.,,2/23/2015 20:06,,
5.70E+17,neutral,0.6464,,0,United,,Gouwerijn,,0,"@united question:are there onboad 110 volt outlets in all planes? If so, where?","[35.8056542, -78.786848]",2/23/2015 20:05,Alphen aan den Rijn,Amsterdam
5.70E+17,negative,0.6588,Can't Tell,0.6588,United,,oduric,,0,@united Your website deserves a new design. #html5 FTW!,,2/23/2015 20:03,Singapore,Berlin
5.70E+17,negative,1,Lost Luggage,0.6863,United,,kbleggett,,1,@united thanks for effing up our holidays - we're missing a full day of skiing due to your baggage team's incompetence at @FlyYOW,,2/23/2015 20:01,"Ottawa, Canada",Eastern Time (US & Canada)
5.70E+17,neutral,0.631,,0,United,,xRaeCatherine,,0,@united Twitter isn't letting me DM you..,,2/23/2015 19:54,,
5.70E+17,neutral,0.732,,,United,,BinyGlancz,,0,@united I hope so too,,2/23/2015 19:51,,
5.70E+17,negative,1,Customer Service Issue,0.3582,United,,sacsmitty,,0,@united agent helps the person in front of me.  Finishes up with them and then walks away.  The guy behind me is as shocked as I am.,,2/23/2015 19:47,"Rocklin, CA",
5.70E+17,negative,1,Lost Luggage,1,United,,ColtonWoytas,,1,@united Connection at ORD was on the exact same plane again. Checked carry-on was apparently taken off &amp; left in Chicago. Pretty ridiculous.,,2/23/2015 19:46,NY,Mountain Time (US & Canada)
5.70E+17,negative,0.7055,Lost Luggage,0.7055,United,,danmedwards,,0,@united Not encouraged that I'll have my CPAP tonight.,,2/23/2015 19:45,"Westerville, Ohio",
5.70E+17,negative,1,Lost Luggage,1,United,,danmedwards,,0,@united Yes. Did file a claim as soon as the carousel stopped without my bag on it. Got an email that its found but not sched for delivery,,2/23/2015 19:44,"Westerville, Ohio",
5.70E+17,neutral,1,,,United,,Kelley_Myers,,0,@United an idea: monitor mileage members travel patterns enough to know when they change jobs/lose status...and make the transition easier.,,2/23/2015 19:44,Pacific Northwest,Pacific Time (US & Canada)
5.70E+17,negative,1,Late Flight,0.697,United,,gregriv,,1,@united  Delay DEN-CLE because they have to manually enter baggage tags? Really? Worst cust service day for this 1ker. #friendlyskies??,,2/23/2015 19:43,"Cleveland, OH",
5.70E+17,negative,1,Flight Attendant Complaints,0.3819,United,,Greg_Mueller,,0,"@united Why tell us flight is delayed, then tell us it's on time again with 20 min to spare? Don't say it's delayed unless you're sure!","[33.9411179, -118.3972405]",2/23/2015 19:43,"Hermosa Beach, CA",Pacific Time (US & Canada)
5.70E+17,negative,0.6957,Lost Luggage,0.6957,United,,michaelsalinger,,0,"@united yes in Lusaka, Zambia. My guess is the bags never made the plane at IAD.",,2/23/2015 19:38,"mentor, Ohio",Eastern Time (US & Canada)
5.70E+17,neutral,0.6548,,0,United,,andreaSanger,,0,@united where is my flight voucher?,,2/23/2015 19:37,,
5.70E+17,negative,1,Late Flight,1,United,,RyanMagovs,,0,"@united Late Flight to Denver, Late Flight to Newark...let's not even get into the disaster that was checking bags. Unacceptable.",,2/23/2015 19:33,,
5.70E+17,negative,1,Can't Tell,1,United,,handsomanderson,,1,@united has once again let me down. Don't think I've ever flown with them and not had problems. Worst airline period.,,2/23/2015 19:33,"Los Vancouver, CA",Pacific Time (US & Canada)
5.70E+17,negative,1,Lost Luggage,1,United,,PreyingMantis02,,0,@united yes I filed a claim &amp; hope to receive by luggage by 2am. Ridiculous as I had to purchase items to go to sleep &amp; no reimbursement.,,2/23/2015 19:32,,
5.70E+17,negative,1,Bad Flight,1,United,,theBRYZness,,0,@united UA938 ORD-LHR.  bags are being loaded 30min Late Flight. Frigid air into cabin! Plane feels like falling apart! Upgrade long haul fleet!,,2/23/2015 19:31,Broad & Pattison,
5.70E+17,negative,1,Flight Attendant Complaints,1,United,,hellojennizzle,,0,"@united Flight attendant never served me my beverage (tea), and not once checked up on me. What gives? #ua6076 #notcool",,2/23/2015 19:30,Cornfields,London
5.70E+17,negative,0.6688,Can't Tell,0.3519,United,,cyberhosed,,0,@united load balancing system apparently down #systemwide - major impact on all #united airlines flights. Was this a #cyberattack?,,2/23/2015 19:23,,
5.70E+17,negative,0.7,Late Flight,0.7,United,,CharlieGMoney,,0,@united After our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big PB&amp;J sandwich.,"[41.98191311, -87.80888924]",2/23/2015 19:21,"Chicago, IL",
5.70E+17,negative,1,Can't Tell,0.6305,United,,_mhertz,,0,@united @AmericanAir spent hundreds to rectify the situation and you guys go quiet,,2/23/2015 19:16,,Pacific Time (US & Canada)
5.70E+17,negative,1,Late Flight,1,United,,whs1973,,0,@united UA276 sitting at EWR nearly an hour after sked.  Pilot says computers down but no clue when we will leave.  Can you help?,,2/23/2015 19:16,,
5.70E+17,negative,1,Can't Tell,1,United,,_mhertz,,1,@united @AmericanAir so that's it? It just ends there? Come on! I traveled for literally an extra day and a half because of this!,,2/23/2015 19:15,,Pacific Time (US & Canada)
5.70E+17,positive,0.6702,,,United,,family6travels,,0,@united Made the upgrade list. Will fly 1st tomorrow (for 40 min) for the first time ever! 🙌 #StatusMatchPaidOff http://t.co/ATfRKp6goY,,2/23/2015 19:13,,
5.70E+17,positive,0.3388,,0,United,,throthra,,0,"@united not just refunded, but for those of us who are on vacation to get a free room night to make up for making us sleep in DIA",,2/23/2015 19:10,,
5.70E+17,positive,1,,,United,,ChrisMD123,,0,@united Thanks for the reminder. It's been a fun ride. http://t.co/pPVA4Rch9f,,2/23/2015 19:09,,
5.70E+17,negative,1,Damaged Luggage,1,United,,throthra,,0,@united I received my luggage that also looked to be left in the snow when I arrived. I'm asking for all 50 people to be refunded.,,2/23/2015 19:08,,
5.70E+17,negative,1,Bad Flight,1,United,,davidchernin,,0,@united updated A320 aircraft has wifi and device entertainment but no outlets. I don't get it. How can I charge devices?,,2/23/2015 19:07,,Eastern Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,0.6632,United,,AndyA3,,0,@united was no one between the scan and inside the plane. I just asked the people in line around me where the plane was going,,2/23/2015 19:06,San Francisco,Pacific Time (US & Canada)
5.70E+17,negative,1,Late Flight,1,United,,kevinaom,,0,"@united 5 gate changes, two delays.  Even the crew thinks the airline sucks",,2/23/2015 19:04,Michigan,Eastern Time (US & Canada)
5.70E+17,negative,1,Cancelled Flight,0.3417,United,,kimberlytwaters,,0,@united I'm very frustrated and have wasted 2 days now due to your equipment failures.,"[39.85862444, -104.6768992]",2/23/2015 19:01,Gainesville GA,Atlantic Time (Canada)
5.70E+17,negative,1,Customer Service Issue,0.6667,United,,JeffPKirkland,,0,@united computers are down but you stopped giving updates and took my flight info off the app. That's just ridiculous keep people updated!,,2/23/2015 19:00,Oregon,Pacific Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,1,United,,BethStuever,,0,"@united Soooo, it's been 15 days and you've offered no response. So I assume poor treatment by gate agents is the norm now?",,2/23/2015 18:59,"iPhone: 42.734546,-84.483753",Eastern Time (US & Canada)
5.70E+17,positive,1,,,United,,AlexanderKrach,,0,@united Terrific. Many thanks. Looking forward to being back on UA tomorrow. Had a great flight up to Vancouver.,,2/23/2015 18:56,,Pacific Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,1,United,,rholbrook,,0,@united Calls to 800# resulted in 2hrs of hold time &amp; 2day wait to check suspect code share fare. Nothing investigated—my time wasted (2/2),,2/23/2015 18:56,"Brooklyn, NY",Eastern Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,0.6633,United,,real_steve_ward,,0,"@united It's taken ~3 weeks for Cust Care to respond to Case #8477733, requesting a refund for wi-fi not working. Where can I get an update?",,2/23/2015 18:55,Chicago / Orlando / airplanes,Eastern Time (US & Canada)
5.70E+17,positive,1,,,United,,thetonyblank,,0,@united I appreciate your efforts getting me home!,"[38.9470418, -77.4511456]",2/23/2015 18:53,"Denver, CO",Eastern Time (US & Canada)
5.70E+17,negative,1,Flight Booking Problems,0.6469,United,,rholbrook,,1,@united That's correct—I've spent hours trying to book online only to receive an error when clicking final purchase button. (1/2),,2/23/2015 18:53,"Brooklyn, NY",Eastern Time (US & Canada)
5.70E+17,negative,1,Late Flight,0.3536,United,,CharlieGMoney,,1,@united Today was not your finest. All could have been prevented by one gate agent advising 200 passengers.,,2/23/2015 18:52,"Chicago, IL",
5.70E+17,negative,1,Late Flight,1,United,,stopz,,0,@united  what is the real deal with the delay on flight UA 1032 from Denver to Vegas?,,2/23/2015 18:51,,
5.70E+17,negative,1,Flight Attendant Complaints,1,United,,CharlieGMoney,,0,@united UA63 from Madrid arrived no agent mass confusion we sent to and fro by 3 UA employees. MaryJo was rude and unhelpful.,"[41.97758714, -87.91388554]",2/23/2015 18:51,"Chicago, IL",
5.70E+17,negative,1,Bad Flight,0.3458,United,,gguilber,,0,@united system failure again = bad trend.  Software projects are like flying an airplane; there's no such thing as an emergency takeoff.,,2/23/2015 18:45,,
5.70E+17,negative,1,Late Flight,1,United,,gguilber,,0,@united lots of reports of system failures delaying flights over the last week. Currently sitting on the tarmac at OGG for over an hour.,,2/23/2015 18:43,,
5.70E+17,neutral,0.6684,,0,United,,Zgrinch,,0,"@united rebooting Chicago dispatch system, need @pivotalcf as I'm tired of sitting on planes",,2/23/2015 18:42,"iPhone: 39.201706,-106.854080",Mountain Time (US & Canada)
5.70E+17,positive,1,,,United,,thetonyblank,,0,"@united despite shaky connections, looks like I'll get home tonight. Great job, @united - was touch and go for a while..","[38.9470207, -77.4511745]",2/23/2015 18:41,"Denver, CO",Eastern Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,0.697,United,,rholbrook,,1,"@united http://t.co/hj5kq82Chn, however, is completely under your control—the price was and still is displayed on http://t.co/hj5kq82Chn.",,2/23/2015 18:41,"Brooklyn, NY",Eastern Time (US & Canada)
5.70E+17,neutral,0.6702,,0,United,,AndyA3,,0,@united the aircraft closest to gate was for the other flight and the one closest to our gate was going to Chicago.,,2/23/2015 18:39,San Francisco,Pacific Time (US & Canada)
5.70E+17,negative,0.6847,Lost Luggage,0.6847,United,,MommyPR,,0,@united can you tell me how to file a claim for clothing that had to be purchased?,,2/23/2015 18:39,Global,Pacific Time (US & Canada)
5.70E+17,negative,0.6776,Can't Tell,0.3451,United,,AndyA3,,0,@united comically on the return flight from ASE there were two United flights boarding at adjacent gates and not clear which plane to board,,2/23/2015 18:37,San Francisco,Pacific Time (US & Canada)
5.70E+17,negative,0.6354,Lost Luggage,0.6354,United,,MommyPR,,0,@united GRK13575M is the file reference,,2/23/2015 18:37,Global,Pacific Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,1,United,,jlgustafson1,,0,@united we would...how do I contact you to discuss? A few poor experiences with customer service but would give it a shot!,,2/23/2015 18:36,DEN,
5.70E+17,negative,1,Bad Flight,0.3525,United,,theKos,,0,"@united UA 746. Pacific Rim and Date Night cut out. Not constantly or randomly, but one spot, repeatably.",,2/23/2015 18:35,DC949,Pacific Time (US & Canada)
5.70E+17,negative,1,Can't Tell,0.3723,United,,MommyPR,,0,@united Been trying since 1230 to file a report.,,2/23/2015 18:33,Global,Pacific Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,1,United,,jasonjernigan,,0,@united I send an email about my bad experience and you send back a generic response.  Yet another reason why I'll never fly with you again.,,2/23/2015 18:33,"Raleigh, NC",Central Time (US & Canada)
5.70E+17,neutral,1,,,United,,thelaurenmoore,,0,@united My mom left her Kindle on flight 1544 today. Burgundy case with a light. Seat 27D. Did anyone find it?,,2/23/2015 18:32,CA,Eastern Time (US & Canada)
5.70E+17,negative,0.6644,Flight Booking Problems,0.3437,United,,TravelShopVT,,0,@united here is the ticket # 0162424965446 please refund my unnecessary upgrade fee,,2/23/2015 18:21,,Eastern Time (US & Canada)
5.70E+17,negative,1,Bad Flight,0.6392,United,,Nikki62878,,1,"@united is horrible!! They lost our carseat and expect us to use a loner carseat, safety regulations say it's illegal to use a used car seat",,2/23/2015 18:18,,
5.70E+17,positive,1,,,United,,j0rdanj0nes,,0,@united thank you.,,2/23/2015 18:16,Dallas,
5.70E+17,neutral,0.6641,,,United,,momsgoodeats,,0,Decisions Decisions @MandarinJourney @united:  We'd love for you to try our service. We offer status match too. http://t.co/xbQqqbRgVF ^KP”,,2/23/2015 18:16,#Omaha ,Central Time (US & Canada)
5.70E+17,neutral,1,,,United,,momsgoodeats,,0,Need more info on that! @united: @momsgoodeats We have great amenity kits. PJ's not included. We status match AA. ^KP”,,2/23/2015 18:15,#Omaha ,Central Time (US & Canada)
5.70E+17,negative,1,Flight Booking Problems,0.6489,United,,rholbrook,,1,"@united: I don't care that a @thehipmunk link showed me a ""wrong"" price on your site—it's your site &amp; responsibility to ensure correctness.",,2/23/2015 18:15,"Brooklyn, NY",Eastern Time (US & Canada)
5.70E+17,neutral,1,,,United,,DeputyBrans,,0,@united Do you have any flights with lie flat seating from STL to PDX around the date of March 5?,,2/23/2015 18:14,,
5.70E+17,negative,0.3482,Cancelled Flight,0.3482,United,,xRaeCatherine,,0,"@united He needs to get to home the 24th, they're telling him it'll be the 25th @ night. Is there compensation or anything that can be done?",,2/23/2015 18:13,,
5.70E+17,negative,1,Can't Tell,0.6702,United,,mllovelace,,0,“@united: @mllovelace The baggage fee is waived for Premier members. Please see http://t.co/u6Duw27mDE. ^JP” what's the point of membership?,,2/23/2015 18:12,"San Francisco, CA",Pacific Time (US & Canada)
5.70E+17,negative,1,Lost Luggage,0.376,United,,Ted_Bray,,0,@united wonderful bag claim people - finally have my bag. But why did I catch earlier flight? Original flight just landed. #wastedtime,,2/23/2015 18:06,"Colorado Springs, Colorado USA",Mountain Time (US & Canada)
5.70E+17,negative,0.3721,Can't Tell,0.3721,United,,MommyPR,,0,@united Dmed you. Thank you,,2/23/2015 18:06,Global,Pacific Time (US & Canada)
5.70E+17,positive,1,,,United,,DickAltavista,,0,@united thanks we'll be in touch!,,2/23/2015 18:02,Ottawa,
5.70E+17,positive,1,,,United,,Clking_sf,,0,@united Thanks to Karen Salisbury at IAH for amazing customer service!  Found my daughter's bag lost on UA1516.  Made her day!,,2/23/2015 18:00,Silicon Valley,Central Time (US & Canada)
5.70E+17,negative,1,Lost Luggage,1,United,,Bozboyku1,,0,"@united 3 days Late Flightr and my bag has not left IAD, United is not helping at all. Everyone tells me a different story",,2/23/2015 17:59,Lees Summit,Mountain Time (US & Canada)
5.70E+17,neutral,1,,,United,,rdowning76,,0,"@united @RenoAirport hi, when do direct flights from Houston to Reno begin?  Don't see any days in March?",,2/23/2015 17:57,usa,
5.70E+17,neutral,0.67,,0,United,,brando_787,,0,@united like continental's chicken feat fairs,,2/23/2015 17:55,"North Texas, USA",
5.70E+17,neutral,1,,,United,,j0rdanj0nes,,0,@united can you assist with current flight status for flt# 1016 out of DFW tomorrow at 6:55am?,,2/23/2015 17:54,Dallas,
5.70E+17,positive,0.3427,,0,United,,NonYourBusines9,,0,@united I left my comment with customer care. Thanks for contacting me.,,2/23/2015 17:54,,
5.70E+17,negative,1,Lost Luggage,1,United,,Ted_Bray,,0,@United how do you lose a gate checked bag DEN to ORD? Direct flight. Ugh.,,2/23/2015 17:53,"Colorado Springs, Colorado USA",Mountain Time (US & Canada)
5.70E+17,negative,1,Lost Luggage,1,United,,Ted_Bray,,0,"@united caught earlier flight to ORD. Gate checked bag, and you've lost it at O'Hare. original flight lands in 20minutes. #frustrating!",,2/23/2015 17:50,"Colorado Springs, Colorado USA",Mountain Time (US & Canada)
5.70E+17,positive,1,,,United,,whitterbug,,0,Yes!! Thanks so much!!! 💜“@united: @whitterbug We see you spoke with our Reservations team and they've reinstated the flight. Thanks. ^EY”,,2/23/2015 17:47,"Houston, TX",Central Time (US & Canada)
5.70E+17,positive,1,,,United,,drewziIIa,,0,"@united captain ""on behalf of the front office, welcome on board."".... Never heard that before. I laughed...hard.  #funnycaptain",,2/23/2015 17:46,,Central Time (US & Canada)
5.70E+17,negative,1,Lost Luggage,1,United,,MommyPR,,0,@united Can you please follow for a Dm on a missing bag?,,2/23/2015 17:41,Global,Pacific Time (US & Canada)
5.70E+17,neutral,0.666,,0,United,,throthra,,0,"@united to be clear on my luggage comment, I am referencing the photo attached. Flight 6232 to JAC http://t.co/PnBajfkmHG",,2/23/2015 17:33,,
5.70E+17,positive,1,,,United,,ginanotjenna,,0,@united These are great fares!!!!!,,2/23/2015 17:33,Honeoye Falls,Atlantic Time (Canada)
5.70E+17,negative,1,Customer Service Issue,0.6689,United,,dannydibiase1,,0,@united i left an item on the plane and have been calling non stop and no one has been answering can you please help,,2/23/2015 17:31,,
5.70E+17,positive,0.6699,,,United,,frqnttraveler,,0,@united awesome I'll book my next Christmas vacatinn this December any other ways you want to devalue mileage plus.,,2/23/2015 17:31,california,
5.70E+17,negative,1,Lost Luggage,0.6512,United,,throthra,,2,@united what's a good number to call to speak with someone about how you can fix what you did to 50 people and their luggage on Saturday?,,2/23/2015 17:30,,
5.70E+17,positive,1,,,United,,goodenufmother,,1,@United THANK U! Secured room for the night Thx to VERY helpful customer service rep N. Dorns.. I thanked her.. Can u 2? #goodenoughmother,,2/23/2015 17:24,GEM HQ (aka walk-in closet) NY,Eastern Time (US & Canada)
5.70E+17,negative,1,Lost Luggage,1,United,,tpensari,,0,@united where's my damn bag??,,2/23/2015 17:22,,
5.70E+17,negative,1,Lost Luggage,1,United,,tpensari,,0,@united well someone should tell that to the employees at the Denver baggage claim. Still no bag!!!!,,2/23/2015 17:22,,
5.70E+17,neutral,1,,,United,,AlexanderKrach,,0,@united Greetings. UA Club member here. Any idea if I can use the Air Canada Lounge at YVR. Flying UA tomorrow.,,2/23/2015 17:21,,Pacific Time (US & Canada)
5.70E+17,neutral,0.6479,,0,United,,startupstella,,0,@united how is Mexico not international from the us?,,2/23/2015 17:07,"Chicago, IL",Central Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,0.3639,United,,tpensari,,0,@united diverted and missed our connecting flight. Was just told that my bag is on it's way to MSY. If you only had people that cared,,2/23/2015 17:04,,
5.70E+17,negative,1,Flight Attendant Complaints,0.6634,United,,gregriv,,0,@united Male agnt in LAS threatens Canadian cust when cust takes pic of him at gate after agents announce can't help rebook. #friendlyskies?,,2/23/2015 16:57,"Cleveland, OH",
5.70E+17,negative,1,Cancelled Flight,0.6669,United,,whitterbug,,0,@united @Apollochplayers we just want to go home tonight - why did you Cancelled Flight the last leg of our reserv. w/out our permission??! #PH6RPS,,2/23/2015 16:52,"Houston, TX",Central Time (US & Canada)
5.70E+17,negative,1,Customer Service Issue,0.6816,United,,gregriv,,1,@united  Stressed and rude agents. Overwhelmed by delyd flight LAS-DEN 1657. Yelling at several people. Not pretty. This is #friendlyskies??,,2/23/2015 16:51,"Cleveland, OH",
5.70E+17,negative,0.6774,Bad Flight,0.3441,United,,nbhdsheila,,0,@united landed in Boston at 9 last night.  The 15 hours of traveling was rough tho.,,2/23/2015 16:51,Boston,Eastern Time (US & Canada)
5.70E+17,negative,1,Cancelled Flight,0.3603,United,,Apollochplayers,,1,@united FAIL You Cancelled Flightled our flight frm GJT and then used our reserv home to IAH (from SEA) for reFlight Booking Problems w/out OUR PERMISSION!! #PH6RPS,,2/23/2015 16:49,"Houston, TX",
5.70E+17,neutral,0.3435,,0,United,,goodenufmother,,0,Just sent thank u RT @united: @goodenufmother Please DM your confirmation number if reFlight Booking Problems is needed. Thank you. ^EY,,2/23/2015 16:48,GEM HQ (aka walk-in closet) NY,Eastern Time (US & Canada)
